Person,Item,Ratings
9131,hygiene articles,7
9132,coffee,8
9133,chicken,6
9133,tropical fruit,9
9133,other vegetables,9
9133,whole milk,8
9133,dessert,6
9133,frozen fish,6
9133,mustard,6
9133,pickled vegetables,9
9134,sugar,6
9135,turkey,6
9135,nuts/prunes,9
9135,other vegetables,9
9135,whole milk,8
9135,butter,8
9135,curd,8
9135,domestic eggs,9
9135,pastry,6
9135,tea,8
9136,cleaner,6
9136,female sanitary products,7
9137,herbs,9
9137,other vegetables,9
9137,whipped/sour cream,8
9137,UHT-milk,8
9137,domestic eggs,9
9137,sweet spreads,8
9137,specialty chocolate,8
9137,decalcifier,7
9137,napkins,7
9138,citrus fruit,9
9138,pickled vegetables,9
9138,dog food,9
9138,soda,5
9138,salty snack,9
9138,waffles,6
9138,candy,7
9138,dish cleaner,7
9138,newspapers,7
9139,citrus fruit,9
9139,tropical fruit,9
9139,other vegetables,9
9139,butter milk,8
9139,yogurt,8
9139,pastry,6
9139,waffles,6
9139,candy,7
9139,dental care,7
9140,beef,7
9140,root vegetables,9
9140,yogurt,8
9140,whipped/sour cream,8
9141,sausage,7
9141,other vegetables,9
9141,rolls/buns,8
9141,baking powder,6
9141,soda,5
9141,cling film/bags,7
9141,house keeping products,7
9142,soda,5
9142,bottled beer,7
9143,liquor,7
9143,house keeping products,7
9143,shopping bags,7
9144,pork,7
9144,rolls/buns,8
9144,pastry,6
9144,napkins,7
9144,newspapers,7
9145,chicken,7
9145,hamburger meat,8
9145,whipped/sour cream,8
9145,rolls/buns,8
9145,soda,5
9145,long life bakery product,5
9145,dish cleaner,7
9146,pip fruit,9
9146,other vegetables,9
9146,whole milk,8
9146,beverages,7
9146,frozen vegetables,7
9146,flour,6
9146,sugar,6
9146,chocolate,7
9147,beef,7
9147,other vegetables,9
9147,whole milk,8
9147,bottled beer,7
9148,frankfurter,7
9148,meat,7
9148,tropical fruit,9
9148,whole milk,8
9148,ice cream,8
9148,salty snack,7
9148,detergent,6
9149,bottled water,7
9149,napkins,7
9150,canned beer,7
9151,pip fruit,9
9152,pip fruit,9
9153,sausage,7
9153,hamburger meat,8
9153,grapes,8
9153,whipped/sour cream,8
9153,frozen potato products,7
9153,domestic eggs,7
9153,oil,7
9153,seasonal products,8
9153,napkins,7
9153,newspapers,7
9154,hamburger meat,8
9154,onions,9
9154,whole milk,8
9154,frozen vegetables,7
9154,bottled water,7
9154,rum,7
9155,sausage,7
9155,grapes,8
9155,baking powder,6
9155,specialty vegetables,9
9155,white wine,8
9155,long life bakery product,5
9156,beef,7
9156,dessert,6
9156,sugar,6
9156,bottled beer,7
9157,other vegetables,9
9157,whole milk,8
9157,soda,5
9157,shopping bags,7
9158,pastry,6
9159,chicken,7
9160,herbs,9
9160,frozen vegetables,7
9160,dog food,7
9160,bottled water,7
9160,bottled beer,7
9160,specialty chocolate,8
9161,beef,7
9161,citrus fruit,9
9161,cream cheese ,8
9161,vinegar,7
9161,margarine,7
9162,butter,8
9162,yogurt,8
9162,sliced cheese,8
9162,tidbits,8
9162,rolls/buns,8
9162,pudding powder,8
9162,soda,5
9162,waffles,6
9162,newspapers,7
9163,root vegetables,9
9163,herbs,9
9163,whipped/sour cream,8
9163,domestic eggs,7
9164,beef,7
9164,other vegetables,9
9164,whipped/sour cream,8
9164,processed cheese,8
9164,salt,7
9164,oil,7
9164,dog food,7
9164,newspapers,7
9165,whipped/sour cream,8
9165,dog food,7
9165,fruit/vegetable juice,9
9165,skin care,7
9165,shopping bags,9
9166,butter,8
9166,bottled water,7
9166,detergent,6
9166,soap,6
9167,root vegetables,9
9167,onions,9
9167,rolls/buns,8
9167,white bread,8
9167,sugar,6
9168,tropical fruit,9
9168,other vegetables,9
9168,yogurt,8
9168,fruit/vegetable juice,9
9168,bottled beer,7
9168,newspapers,7
9169,hamburger meat,8
9169,onions,9
9169,other vegetables,9
9169,whole milk,8
9169,domestic eggs,9
9169,waffles,6
9169,napkins,7
9169,pot plants,7
9170,pork,9
9170,beef,9
9170,berries,9
9170,root vegetables,9
9170,herbs,9
9170,butter,8
9170,yogurt,8
9170,white bread,8
9170,brown bread,6
9170,bottled water,7
9170,misc. beverages,9
9170,bottled beer,7
9170,liquor,9
9170,hygiene articles,7
9171,beef,9
9171,citrus fruit,9
9171,root vegetables,9
9171,other vegetables,9
9171,rolls/buns,8
9171,sugar,6
9171,fruit/vegetable juice,9
9172,grapes,8
9172,ice cream,8
9172,pastry,6
9172,soda,5
9172,canned beer,7
9172,salty snack,7
9172,chewing gum,7
9172,seasonal products,8
9172,flower (seeds),7
9172,shopping bags,7
9173,frankfurter,7
9173,meat,7
9173,beef,7
9173,citrus fruit,9
9173,berries,9
9173,root vegetables,9
9173,packaged fruit/vegetables,9
9173,whole milk,8
9173,whipped/sour cream,8
9173,frozen vegetables,7
9173,rolls/buns,8
9173,canned fruit,
9173,house keeping products,7
9173,flower (seeds),7
9173,shopping bags,7
9174,pork,7
9174,beef,7
9174,citrus fruit,9
9174,pip fruit,9
9174,root vegetables,9
9174,onions,9
9174,other vegetables,9
9174,whole milk,8
9174,butter,8
9174,ice cream,8
9174,bottled water,7
9174,waffles,6
9174,newspapers,7
9174,shopping bags,7
9175,meat,7
9175,whole milk,8
9175,cream cheese ,8
9175,brown bread,6
9175,chocolate,7
9175,newspapers,7
9176,sausage,7
9176,chicken,7
9176,citrus fruit,9
9176,pip fruit,9
9176,root vegetables,9
9176,other vegetables,9
9176,whole milk,8
9176,yogurt,8
9176,whipped/sour cream,8
9176,domestic eggs,7
9176,white bread,8
9176,soda,5
9176,shopping bags,7
9177,root vegetables,9
9177,whole milk,8
9177,long life bakery product,5
9178,sausage,7
9178,ham,8
9178,frozen dessert,7
9178,salty snack,7
9179,canned beer,7
9180,citrus fruit,9
9180,tropical fruit,9
9180,grapes,8
9180,berries,9
9180,other vegetables,9
9180,whole milk,8
9180,UHT-milk,8
9180,bottled water,7
9180,fruit/vegetable juice,9
9181,frankfurter,7
9181,other vegetables,9
9181,yogurt,8
9181,rolls/buns,8
9181,pastry,6
9181,margarine,8
9181,sugar,6
9181,waffles,6
9181,chocolate,7
9181,chocolate marshmallow,7
9182,sausage,8
9182,other vegetables,9
9182,whipped/sour cream,8
9182,processed cheese,8
9182,brown bread,6
9183,pork,8
9183,root vegetables,9
9183,other vegetables,9
9183,whole milk,8
9183,cream cheese ,8
9183,coffee,8
9183,bottled water,7
9183,bottled beer,7
9184,sausage,8
9184,root vegetables,9
9184,onions,9
9184,other vegetables,9
9184,whole milk,8
9184,butter milk,8
9184,sliced cheese,8
9184,curd cheese,6
9184,frozen vegetables,8
9184,rolls/buns,8
9185,citrus fruit,9
9185,whipped/sour cream,8
9185,pastry,6
9186,whole milk,8
9186,butter,8
9186,yogurt,8
9186,whipped/sour cream,8
9186,domestic eggs,8
9186,coffee,8
9187,tropical fruit,9
9187,pip fruit,9
9187,root vegetables,9
9187,other vegetables,9
9187,whole milk,8
9187,dessert,6
9187,yogurt,8
9187,UHT-milk,8
9187,baking powder,6
9187,canned vegetables,8
9187,waffles,6
9188,other vegetables,9
9188,bottled beer,7
9188,canned beer,8
9189,rolls/buns,8
9190,other vegetables,9
9190,curd,8
9190,whipped/sour cream,8
9190,UHT-milk,8
9190,sugar,6
9190,bottled beer,7
9190,napkins,7
9191,sausage,8
9191,canned beer,8
9191,salty snack,8
9192,root vegetables,9
9192,other vegetables,9
9192,frozen vegetables,8
9192,frozen fish,8
9192,rolls/buns,8
9192,dog food,8
9192,popcorn,8
9192,newspapers,7
9193,pastry,6
9194,bottled water,7
9195,other vegetables,9
9195,whole milk,8
9195,dessert,6
9195,sliced cheese,8
9195,hard cheese,8
9195,cream cheese ,8
9195,pastry,6
9195,margarine,8
9195,sugar,6
9195,ready soups,
9195,bottled water,7
9195,soda,5
9195,salty snack,8
9195,newspapers,7
9195,shopping bags,8
9196,tropical fruit,9
9196,pip fruit,9
9196,yogurt,8
9196,canned vegetables,8
9196,misc. beverages,8
9197,frankfurter,7
9197,yogurt,8
9197,frozen fish,8
9197,ice cream,8
9197,frozen potato products,8
9197,pastry,6
9197,margarine,8
9197,canned fish,8
9197,soda,5
9197,bottled beer,7
9197,salty snack,8
9197,nut snack,
9197,long life bakery product,5
9197,specialty bar,8
9197,candy,7
9198,pastry,6
9198,oil,8
9198,margarine,8
9199,citrus fruit,9
9199,domestic eggs,8
9200,meat,8
9200,chicken,8
9200,pork,8
9200,pip fruit,9
9200,other vegetables,9
9200,whole milk,8
9200,butter milk,8
9200,frozen vegetables,8
9200,rolls/buns,8
9200,rice,9
9200,sugar,6
9200,coffee,8
9200,photo/film,8
9201,ice cream,8
9201,sugar,6
9201,coffee,8
9201,bottled water,7
9201,soda,5
9201,fruit/vegetable juice,8
9201,shopping bags,8
9202,whole milk,8
9202,dessert,6
9202,yogurt,8
9202,margarine,8
9202,newspapers,7
9203,soda,5
9203,specialty chocolate,8
9204,canned beer,8
9205,roll products ,8
9205,newspapers,7
9206,tropical fruit,9
9206,other vegetables,9
9206,whole milk,8
9206,butter,8
9206,yogurt,8
9206,soft cheese,8
9206,domestic eggs,8
9206,cling film/bags,8
9207,other vegetables,9
9207,whole milk,8
9207,yogurt,8
9207,sliced cheese,8
9207,cereals,8
9207,bottled water,7
9208,other vegetables,9
9208,zwieback,7
9208,soda,5
9208,chewing gum,7
9209,sugar,6
9209,bottled water,7
9209,soda,5
9209,fruit/vegetable juice,8
9209,salty snack,8
9209,popcorn,8
9210,chicken,8
9210,root vegetables,9
9210,long life bakery product,5
9211,chicken,8
9211,coffee,8
9212,meat,8
9212,chicken,8
9212,root vegetables,9
9212,other vegetables,9
9212,whole milk,8
9212,yogurt,8
9212,sliced cheese,8
9212,cream cheese ,8
9212,roll products ,8
9212,oil,8
9212,margarine,8
9212,artif. sweetener,7
9212,detergent,6
9212,shopping bags,8
9213,rolls/buns,8
9213,bottled beer,7
9214,root vegetables,9
9214,other vegetables,9
9214,whole milk,8
9214,butter,8
9214,whipped/sour cream,8
9214,soft cheese,8
9214,rolls/buns,8
9214,white bread,8
9214,margarine,8
9214,cocoa drinks,7
9214,flower (seeds),7
9215,newspapers,7
9216,ham,8
9216,other vegetables,9
9216,curd,8
9216,whipped/sour cream,8
9216,soft cheese,8
9216,rolls/buns,8
9216,long life bakery product,5
9217,sausage,8
9217,other vegetables,9
9217,rolls/buns,8
9217,oil,8
9217,bottled beer,7
9217,red/blush wine,8
9218,specialty cheese,8
9218,baking powder,6
9218,waffles,6
9218,chocolate,7
9219,seasonal products,8
9219,shopping bags,8
9220,newspapers,7
9221,sausage,8
9221,other vegetables,9
9221,butter,8
9221,whipped/sour cream,8
9221,cream,
9221,roll products ,8
9221,oil,8
9221,white wine,8
9221,flower (seeds),7
9222,rolls/buns,8
9222,newspapers,7
9223,whole milk,8
9223,soda,5
9224,sausage,8
9224,meat,8
9224,rolls/buns,8
9224,soda,5
9224,fruit/vegetable juice,8
9224,male cosmetics,7
9224,shopping bags,8
9225,ice cream,8
9225,bottled water,7
9225,soda,5
9226,chicken,8
9226,other vegetables,9
9226,rolls/buns,8
9226,margarine,8
9226,soda,5
9226,misc. beverages,8
9226,candy,7
9227,shopping bags,8
9228,bottled water,7
9228,bottled beer,7
9229,root vegetables,9
9229,sparkling wine,8
9230,sausage,8
9230,meat,8
9230,chicken,8
9230,pork,8
9230,other vegetables,9
9230,sliced cheese,8
9230,brown bread,6
9230,newspapers,7
9230,shopping bags,8
9231,chicken,8
9231,newspapers,7
9232,ham,8
9232,pork,8
9232,citrus fruit,9
9232,tropical fruit,9
9232,root vegetables,9
9232,other vegetables,9
9232,yogurt,8
9232,frozen fish,8
9232,fruit/vegetable juice,8
9232,long life bakery product,5
9232,female sanitary products,7
9233,tropical fruit,9
9233,butter milk,8
9233,UHT-milk,8
9233,condensed milk,8
9233,brown bread,6
9233,sugar,6
9233,coffee,8
9233,bottled water,7
9233,soda,5
9233,fruit/vegetable juice,8
9233,syrup,6
9233,bottled beer,7
9233,house keeping products,7
9233,shopping bags,8
9234,rolls/buns,8
9235,other vegetables,9
9236,sausage,8
9236,ham,8
9236,pork,8
9236,beef,8
9236,hamburger meat,8
9236,tropical fruit,9
9236,pip fruit,9
9236,berries,9
9236,other vegetables,9
9236,curd,8
9236,dessert,6
9236,yogurt,8
9236,sliced cheese,8
9236,spread cheese,8
9236,semi-finished bread,8
9236,canned vegetables,8
9236,bottled water,7
9236,misc. beverages,8
9236,syrup,6
9236,waffles,6
9236,chocolate,7
9236,seasonal products,8
9237,berries,9
9237,waffles,6
9237,specialty chocolate,8
9238,frankfurter,7
9238,rolls/buns,8
9238,canned beer,8
9239,yogurt,8
9239,whipped/sour cream,8
9240,bottled water,7
9240,soda,5
9240,bottled beer,7
9240,waffles,6
9240,chocolate,7
9240,dishes,8
9241,bottled water,7
9242,berries,9
9243,pastry,6
9243,chocolate,7
9243,specialty bar,8
9243,candy,7
9243,seasonal products,8
9244,citrus fruit,9
9244,tropical fruit,9
9244,pip fruit,9
9244,root vegetables,9
9244,rolls/buns,8
9245,chicken,8
9245,root vegetables,9
9245,other vegetables,9
9245,whole milk,8
9245,butter,8
9245,yogurt,8
9245,specialty cheese,8
9245,domestic eggs,8
9245,pastry,6
9245,rice,9
9245,canned fish,8
9245,misc. beverages,8
9245,detergent,6
9245,house keeping products,7
9246,sausage,8
9246,chicken,8
9246,other vegetables,9
9246,whole milk,8
9246,yogurt,8
9246,rolls/buns,8
9246,soda,5
9246,hygiene articles,7
9246,napkins,7
9246,shopping bags,8
9247,fruit/vegetable juice,8
9248,beverages,7
9249,UHT-milk,8
9249,pastry,6
9249,margarine,8
9250,turkey,4
9250,tropical fruit,9
9250,grapes,8
9250,other vegetables,9
9250,whole milk,8
9250,curd,8
9250,yogurt,8
9250,processed cheese,8
9250,dog food,8
9250,pot plants,7
9251,white wine,8
9251,red/blush wine,8
9251,napkins,7
9252,other vegetables,9
9252,whole milk,8
9252,cream cheese ,8
9252,frozen meals,8
9252,rolls/buns,8
9252,brown bread,6
9252,bottled water,7
9252,newspapers,7
9253,other vegetables,9
9253,yogurt,8
9254,sausage,8
9254,organic products,9
9254,specialty chocolate,8
9255,liver loaf,8
9255,rolls/buns,8
9256,butter milk,8
9256,hard cheese,8
9256,instant coffee,8
9257,pip fruit,9
9258,rolls/buns,8
9258,pickled vegetables,8
9258,specialty bar,8
9258,dental care,8
9259,frankfurter,7
9259,whole milk,8
9259,pastry,6
9259,potato products,9
9260,frankfurter,7
9260,root vegetables,9
9260,other vegetables,9
9260,hard cheese,8
9261,whole milk,8
9261,zwieback,7
9261,soda,5
9262,frankfurter,7
9262,whole milk,8
9263,dessert,6
9263,rolls/buns,8
9263,soda,5
9264,other vegetables,9
9264,whole milk,8
9265,oil,8
9265,hygiene articles,7
9266,red/blush wine,8
9267,rolls/buns,8
9268,tropical fruit,9
9268,curd,8
9269,root vegetables,9
9270,yogurt,8
9271,sausage,8
9271,rolls/buns,8
9272,whole milk,8
9272,curd,8
9272,cream cheese ,8
9272,cereals,8
9272,cat food,8
9272,coffee,8
9272,waffles,6
9273,ham,8
9273,pip fruit,9
9273,root vegetables,9
9273,other vegetables,9
9273,yogurt,8
9273,rolls/buns,8
9273,baking powder,6
9274,domestic eggs,8
9274,rolls/buns,8
9274,margarine,8
9275,tropical fruit,9
9275,other vegetables,9
9275,soda,5
9276,root vegetables,9
9276,butter milk,8
9276,cream cheese ,8
9276,spread cheese,8
9277,chicken,8
9277,tropical fruit,9
9277,pip fruit,9
9277,other vegetables,9
9277,packaged fruit/vegetables,9
9277,domestic eggs,8
9277,rolls/buns,8
9277,flour,6
9277,pasta,8
9277,dog food,8
9277,bottled water,7
9277,newspapers,7
9278,pork,8
9278,beef,8
9278,other vegetables,9
9278,whole milk,8
9278,pickled vegetables,8
9278,long life bakery product,5
9278,specialty chocolate,8
9279,coffee,8
9279,soda,5
9279,fruit/vegetable juice,8
9279,waffles,6
9279,seasonal products,8
9280,waffles,6
9281,butter,8
9282,sausage,8
9282,coffee,8
9282,shopping bags,8
9283,other vegetables,9
9283,dessert,6
9283,sugar,6
9284,house keeping products,7
9285,liver loaf,8
9285,root vegetables,9
9285,salty snack,8
9285,cake bar,6
9285,specialty chocolate,8
9286,citrus fruit,9
9286,root vegetables,9
9286,whole milk,8
9286,butter milk,8
9286,processed cheese,8
9286,frozen vegetables,8
9286,mustard,8
9286,fruit/vegetable juice,8
9286,napkins,7
9287,hamburger meat,8
9287,root vegetables,9
9287,whole milk,8
9287,pastry,6
9287,sweet spreads,8
9288,sausage,8
9289,other vegetables,9
9289,rolls/buns,8
9289,fruit/vegetable juice,8
9289,cooking chocolate,6
9290,citrus fruit,9
9290,pip fruit,9
9290,ice cream,8
9290,bottled water,7
9291,sausage,8
9291,brown bread,6
9291,salty snack,8
9291,chocolate,7
9292,other vegetables,9
9292,rolls/buns,8
9292,sauces,8
9292,soda,5
9292,white wine,8
9292,newspapers,7
9293,ham,8
9293,butter,8
9293,condensed milk,8
9294,tropical fruit,9
9294,rolls/buns,8
9294,bottled water,7
9295,napkins,7
9295,candles,7
9296,whole milk,8
9296,yogurt,8
9296,chocolate,7
9297,brown bread,6
9298,sausage,8
9298,domestic eggs,8
9298,zwieback,7
9298,fruit/vegetable juice,8
9298,newspapers,7
9299,hamburger meat,8
9299,pastry,6
9300,citrus fruit,9
9300,whole milk,8
9300,flour,6
9301,beverages,7
9302,frozen meals,8
9303,beef,8
9303,other vegetables,9
9303,pastry,6
9304,sausage,8
9304,fruit/vegetable juice,8
9305,sausage,8
9305,chicken,8
9305,citrus fruit,9
9305,pip fruit,9
9305,yogurt,8
9305,condensed milk,8
9305,frozen vegetables,8
9305,domestic eggs,8
9305,rolls/buns,8
9305,pastry,6
9305,long life bakery product,5
9305,waffles,6
9305,newspapers,7
9306,hamburger meat,8
9306,pip fruit,9
9306,root vegetables,9
9306,other vegetables,9
9307,grapes,8
9308,meat,8
9308,soda,5
9309,other vegetables,9
9309,whole milk,8
9309,white bread,8
9309,soda,5
9310,pork,8
9310,root vegetables,9
9310,other vegetables,9
9310,whole milk,8
9310,cream cheese ,8
9310,oil,8
9310,chocolate,7
9310,napkins,7
9311,tropical fruit,9
9311,yogurt,8
9311,rolls/buns,8
9311,candy,7
9311,shopping bags,8
9312,pip fruit,9
9312,frozen vegetables,8
9312,bottled water,7
9313,brown bread,6
9313,oil,8
9313,dishes,8
9314,waffles,6
9315,whole milk,8
9316,whole milk,8
9317,root vegetables,9
9318,other vegetables,9
9318,whipped/sour cream,8
9318,rolls/buns,8
9319,pork,8
9319,beef,8
9319,tropical fruit,9
9319,other vegetables,9
9319,yogurt,8
9319,frozen vegetables,8
9320,pet care,8
9321,bottled water,7
9322,yogurt,8
9322,UHT-milk,8
9322,brandy,7
9323,UHT-milk,8
9323,soda,5
9324,canned beer,8
9325,bottled water,7
9325,soda,5
9325,misc. beverages,8
9325,bottled beer,7
9326,citrus fruit,9
9326,whole milk,8
9326,pastry,6
9327,UHT-milk,8
9327,bottled water,7
9328,whole milk,8
9328,domestic eggs,8
9328,specialty chocolate,8
9329,chicken,8
9329,beef,8
9329,tropical fruit,9
9329,pip fruit,9
9329,root vegetables,9
9329,other vegetables,9
9329,whole milk,8
9329,domestic eggs,8
9329,pastry,6
9329,canned vegetables,8
9329,pickled vegetables,9
9329,coffee,8
9329,soda,5
9329,canned beer,9
9329,cookware,9
9330,citrus fruit,9
9330,bottled beer,7
9330,white wine,8
9331,pork,9
9331,whole milk,8
9331,cake bar,6
9332,sausage,9
9332,other vegetables,9
9332,whole milk,8
9332,hard cheese,8
9332,frozen meals,9
9332,ice cream,8
9332,brown bread,6
9332,pastry,6
9332,salty snack,9
9332,shopping bags,9
9333,citrus fruit,9
9333,tropical fruit,9
9333,pip fruit,9
9333,rolls/buns,8
9333,soda,5
9333,canned beer,9
9334,beef,9
9334,other vegetables,9
9334,pasta,8
9334,Instant food products,7
9335,berries,9
9335,other vegetables,9
9335,yogurt,8
9335,whipped/sour cream,8
9336,beverages,7
9337,shopping bags,9
9338,chicken,9
9338,whole milk,8
9338,white bread,8
9339,napkins,7
9339,dishes,9
9340,coffee,8
9340,dish cleaner,7
9341,root vegetables,9
9341,yogurt,8
9341,whipped/sour cream,8
9341,UHT-milk,8
9341,domestic eggs,7
9341,rolls/buns,8
9341,pickled vegetables,9
9341,soda,5
9341,bottled beer,7
9342,other vegetables,9
9342,whole milk,8
9342,yogurt,8
9342,rolls/buns,8
9342,pastry,6
9342,margarine,9
9342,artif. sweetener,7
9342,baking powder,6
9342,soda,5
9342,candles,7
9342,newspapers,7
9343,canned beer,9
9344,bottled beer,7
9344,brandy,7
9344,specialty chocolate,8
9344,skin care,7
9345,bottled beer,7
9345,brandy,7
9345,specialty chocolate,8
9346,hamburger meat,8
9346,yogurt,8
9346,margarine,9
9346,sauces,9
9346,canned vegetables,8
9346,soda,5
9347,frankfurter,7
9347,pip fruit,9
9347,other vegetables,9
9347,whole milk,8
9347,butter,8
9347,pastry,6
9347,soda,5
9347,long life bakery product,5
9348,root vegetables,9
9348,other vegetables,9
9348,butter,8
9348,hard cheese,8
9348,margarine,9
9348,mustard,9
9348,pickled vegetables,9
9349,soda,5
9350,soap,4
9350,dishes,9
9351,yogurt,8
9351,soda,5
9352,soda,5
9353,newspapers,7
9354,whole milk,8
9354,pastry,6
9354,soda,5
9354,specialty bar,8
9355,frankfurter,7
9355,beef,9
9355,citrus fruit,9
9355,tropical fruit,9
9355,onions,9
9355,other vegetables,9
9355,whole milk,8
9355,yogurt,8
9355,whipped/sour cream,8
9355,fruit/vegetable juice,9
9356,frankfurter,7
9356,yogurt,8
9356,sliced cheese,8
9356,mayonnaise,8
9356,salty snack,8
9357,canned beer,8
9358,sparkling wine,8
9359,sausage,8
9359,dessert,6
9359,domestic eggs,8
9359,rolls/buns,8
9359,soda,5
9359,bottled beer,7
9359,red/blush wine,8
9359,salty snack,8
9359,napkins,7
9360,detergent,4
9360,flower (seeds),7
9361,butter,8
9361,bottled water,7
9361,liquor,8
9361,specialty bar,8
9361,dishes,8
9361,shopping bags,8
9362,bottled beer,7
9362,liquor,8
9362,chewing gum,7
9363,ham,8
9363,whole milk,8
9363,curd,8
9363,napkins,7
9364,hygiene articles,7
9365,tropical fruit,9
9365,curd,8
9365,newspapers,7
9366,tropical fruit,9
9366,other vegetables,9
9366,butter,8
9366,hard cheese,8
9366,domestic eggs,8
9367,meat,8
9367,other vegetables,9
9368,chicken,8
9368,pip fruit,9
9368,spices,9
9368,white wine,8
9369,pet care,8
9370,beverages,7
9370,chocolate,7
9371,sausage,8
9371,other vegetables,9
9371,whole milk,8
9371,rolls/buns,8
9371,soups,5
9371,cake bar,6
9371,shopping bags,8
9372,yogurt,8
9373,whole milk,8
9373,newspapers,7
9374,oil,8
9375,sausage,8
9375,ham,8
9375,pork,8
9375,hamburger meat,8
9375,citrus fruit,9
9375,whole milk,8
9375,butter,8
9375,yogurt,8
9375,whipped/sour cream,8
9375,sliced cheese,8
9375,hard cheese,8
9375,cream cheese ,8
9375,frozen meals,8
9375,brown bread,6
9376,coffee,8
9376,bottled beer,7
9377,liver loaf,8
9377,whole milk,8
9377,curd,8
9377,frozen meals,8
9378,sausage,8
9378,frozen fish,8
9378,semi-finished bread,8
9378,salty snack,8
9378,popcorn,8
9378,napkins,7
9379,frankfurter,7
9379,sausage,8
9379,whole milk,8
9379,rolls/buns,8
9379,oil,8
9379,cocoa drinks,7
9379,kitchen towels,7
9380,whipped/sour cream,8
9381,frozen vegetables,8
9382,whipped/sour cream,8
9383,frankfurter,7
9383,light bulbs,7
9384,whole milk,8
9384,butter,8
9384,domestic eggs,8
9384,bottled water,7
9384,salty snack,8
9385,yogurt,8
9385,frozen vegetables,8
9386,napkins,7
9387,root vegetables,9
9387,herbs,9
9387,dessert,6
9387,yogurt,8
9387,margarine,8
9387,soda,5
9388,bottled water,7
9389,other vegetables,9
9389,UHT-milk,8
9390,bottled water,7
9391,pip fruit,9
9391,root vegetables,9
9391,packaged fruit/vegetables,9
9391,whole milk,8
9391,domestic eggs,8
9391,flour,6
9391,salt,8
9392,napkins,7
9393,tropical fruit,9
9393,root vegetables,9
9393,rolls/buns,8
9394,yogurt,8
9394,ice cream,8
9394,soda,5
9394,long life bakery product,5
9394,specialty chocolate,8
9394,napkins,7
9395,sausage,8
9395,dessert,6
9395,UHT-milk,8
9395,soda,5
9395,white wine,8
9396,yogurt,8
9396,UHT-milk,8
9396,frozen vegetables,8
9396,pastry,6
9396,potato products,9
9396,soda,5
9396,shopping bags,8
9397,cream cheese ,8
9398,pip fruit,9
9399,pip fruit,9
9399,whole milk,8
9399,condensed milk,8
9399,canned fish,8
9399,misc. beverages,8
9399,fruit/vegetable juice,8
9399,candy,7
9400,hamburger meat,8
9400,brown bread,6
9400,semi-finished bread,8
9401,sugar,6
9402,sausage,8
9402,other vegetables,9
9402,cream cheese ,8
9402,soda,5
9402,canned beer,8
9402,white wine,8
9402,specialty chocolate,8
9403,sausage,8
9403,ham,8
9403,tropical fruit,9
9403,pip fruit,9
9403,other vegetables,9
9403,whole milk,8
9403,curd,8
9403,dessert,6
9403,condensed milk,8
9403,white bread,8
9403,fruit/vegetable juice,8
9404,sausage,8
9404,bottled water,7
9404,canned beer,8
9404,hygiene articles,7
9404,shopping bags,8
9405,coffee,8
9406,pip fruit,9
9406,butter,8
9406,beverages,7
9406,sliced cheese,8
9406,ice cream,8
9406,rolls/buns,8
9406,bottled water,7
9407,whole milk,8
9407,soda,5
9408,onions,9
9408,whole milk,8
9408,coffee,8
9409,ham,8
9409,whole milk,8
9409,semi-finished bread,8
9410,soda,5
9411,root vegetables,9
9412,ham,8
9412,other vegetables,9
9412,whole milk,8
9412,dessert,6
9412,yogurt,8
9412,pasta,8
9412,oil,8
9412,canned fish,8
9412,coffee,8
9412,soda,5
9412,shopping bags,8
9413,sausage,8
9413,ham,8
9413,other vegetables,9
9414,semi-finished bread,8
9415,other vegetables,9
9415,whole milk,8
9415,soda,5
9415,specialty bar,8
9416,cream cheese ,8
9416,white bread,8
9416,Instant food products,7
9416,fruit/vegetable juice,8
9417,dessert,6
9417,yogurt,8
9417,frozen vegetables,8
9417,soda,5
9417,misc. beverages,8
9417,white wine,8
9417,prosecco,8
9417,long life bakery product,5
9417,waffles,6
9417,cleaner,4
9417,toilet cleaner,7
9417,dental care,8
9417,napkins,7
9417,newspapers,7
9418,whole milk,8
9419,frankfurter,7
9419,whipped/sour cream,8
9419,condensed milk,8
9419,frozen vegetables,8
9419,salty snack,8
9419,candy,7
9420,liquor (appetizer),8
9421,curd,8
9421,specialty chocolate,8
9422,curd,8
9422,yogurt,8
9423,other vegetables,9
9423,butter milk,8
9423,yogurt,8
9423,fruit/vegetable juice,9
9424,pork,9
9424,onions,9
9424,other vegetables,9
9424,salty snack,9
9424,flower (seeds),7
9425,frozen meals,9
9426,soda,5
9426,fruit/vegetable juice,9
9426,chewing gum,7
9427,sausage,9
9427,whole milk,8
9427,hard cheese,8
9427,misc. beverages,9
9428,other vegetables,9
9428,soda,5
9428,specialty bar,8
9429,pip fruit,9
9429,root vegetables,9
9429,other vegetables,9
9429,whole milk,8
9429,yogurt,8
9429,rolls/buns,8
9430,tropical fruit,9
9430,whole milk,8
9430,butter,8
9430,cream cheese ,8
9430,domestic eggs,9
9430,fruit/vegetable juice,9
9430,chocolate marshmallow,7
9431,canned beer,9
9432,root vegetables,9
9432,herbs,9
9432,whole milk,8
9433,sausage,9
9433,white wine,8
9433,long life bakery product,5
9434,bottled water,7
9434,soda,5
9434,fruit/vegetable juice,9
9435,citrus fruit,9
9435,tropical fruit,9
9435,pip fruit,9
9435,berries,9
9435,other vegetables,9
